geneID	geneSymbol	bioType	length	geneInfo	chromosome	start	end
ENSG00000226643.2	AL513314.1	lncRNA	318		chr1	222452738	222454705
ENSG00000226644.5	AL121899.1	lncRNA	475.5		chr20	2207217	2213151
ENSG00000226645.1	AP006216.1	lncRNA	419	BUD13 divergent transcript	chr11	116773389	116774205
ENSG00000226646.1	RPL7P37	processed_pseudogene	738	ribosomal protein L7 pseudogene 37	chr10	35697300	35698037
ENSG00000226647.2	AL365356.1	lncRNA	840.5		chr10	5712174	5744067
ENSG00000226648.2	PLCG1-AS1	lncRNA	3598.66	PLCG1 antisense RNA 1	chr20	41098019	41138003
ENSG00000226649.1	AC019118.1	lncRNA	435		chr2	3156756	3157797
ENSG00000226650.5	KIF4B	protein_coding	4378	kinesin family member 4B	chr5	155013755	155018141
ENSG00000226652.3	PSMD10P2	transcribed_processed_pseudogene	801.67	proteasome 26S subunit, non-ATPase, 10 pseudogene 2	chr3	186760693	186762050
ENSG00000226653.3	OR13Z1P	unitary_pseudogene	848	olfactory receptor family 13 subfamily Z member 1 pseudogene	chr1	147419053	147419900
ENSG00000226655.1	AC096732.1	lncRNA	477		chr4	123744923	123745673
ENSG00000226658.1	RPL23AP30	processed_pseudogene	501	ribosomal protein L23a pseudogene 30	chr2	201066691	201067191
ENSG00000226659.1	AC021028.1	lncRNA	598	TSPAN14 antisense RNA 1	chr10	80529592	80536026
ENSG00000226660.2	TRBV2	TR_V_gene	421	T cell receptor beta variable 2	chr7	142300924	142301432
ENSG00000226661.1	AC004973.1	lncRNA	635		chrX	119356301	119393595
ENSG00000226662.2	CHMP1AP1	processed_pseudogene	662	charged multivesicular body protein 1A pseudogene 1	chr1	27686810	27687471
ENSG00000226663.2	MTND4P10	processed_pseudogene	1363	MT-ND4 pseudogene 10	chr1	235540053	235541415
ENSG00000226664.1	AL020998.1	lncRNA	229		chr1	20294211	20323187
ENSG00000226665.1	SSR1P2	processed_pseudogene	787	signal sequence receptor subunit 1 pseudogene 2	chr13	75136154	75136940
ENSG00000226666.1	HSPA9P1	processed_pseudogene	2029	heat shock protein family A (Hsp70) member 9 pseudogene 1	chr2	221961737	221963765
ENSG00000226668.5	AL136981.1	transcribed_unprocessed_pseudogene	1432		chr9	92882601	92888418
ENSG00000226669.2	AL354977.1	lncRNA	679		chr9	3684076	3689626
ENSG00000226670.1	BCAS2P3	processed_pseudogene	767	BCAS2 pseudogene 3	chr13	79166119	79166885
ENSG00000226671.1	AC005008.1	processed_pseudogene	612	voltage dependent anion channel 3 pseudogene	chr7	81191398	81192009
ENSG00000226673.2	LINC01108	lncRNA	1968.93	long intergenic non-protein coding RNA 1108	chr6	14280127	14285454
ENSG00000226674.11	TEX41	lncRNA	1021.52	testis expressed 41	chr2	144666312	145262988
ENSG00000226676.1	LINC02679	lncRNA	606	long intergenic non-protein coding RNA 2679	chr10	79628757	79632188
ENSG00000226677.3	IGBP1P1	processed_pseudogene	1009	immunoglobulin (CD79A) binding protein 1 pseudogene 1	chr14	34939324	34940332
ENSG00000226679.1	AL606748.1	lncRNA	655		chrX	38221391	38223667
ENSG00000226680.2	AC073311.1	lncRNA	505		chr7	123069249	123103589
ENSG00000226681.1	AC020595.1	lncRNA	533	uncharacterized LOC124907913	chr2	181422154	181425749
ENSG00000226683.2	PWWP2AP1	processed_pseudogene	2273	PWWP domain containing 2A pseudogene 1	chr13	80654755	80657027
ENSG00000226685.4	CT47A12	protein_coding	1165	cancer/testis antigen family 47 member A12	chrX	120930250	120932301
ENSG00000226686.8	LINC01535	lncRNA	746.62	long intergenic non-protein coding RNA 1535	chr19	37251867	37265547
ENSG00000226688.7	ENTPD1-AS1	lncRNA	2517.56	ENTPD1 antisense RNA 1	chr10	95732976	96090250
ENSG00000226690.8	AC013470.2	protein_coding	1114.17	uncharacterized LOC102725191	chr7	12469621	12542222
ENSG00000226693.1	NXNP1	processed_pseudogene	1051	nucleoredoxin pseudogene 1	chr1	218881600	218882650
ENSG00000226694.2	AL441943.1	lncRNA	432		chr10	2071845	2081097
ENSG00000226695.1	ANKRD20A10P	processed_pseudogene	1515	ankyrin repeat domain 20 family member A10, pseudogene	chr13	24750657	24752171
ENSG00000226696.6	LENG8-AS1	lncRNA	694.92	LENG8 antisense RNA 1	chr19	54444807	54449430
ENSG00000226698.1	AL034380.1	lncRNA	306		chr1	26876133	26878245
ENSG00000226699.1	AL360181.1	lncRNA	184		chr10	133345754	133350726
ENSG00000226700.1	MTND4P25	processed_pseudogene	533	MT-ND4 pseudogene 25	chr2	82814984	82815516
ENSG00000226701.1	RPL15P14	processed_pseudogene	636	ribosomal protein L15 pseudogene 14	chr10	72189941	72190576
ENSG00000226702.1	MIR217HG	lncRNA	900	MIR217 host gene	chr2	55963191	56047326
ENSG00000226703.1	NPM1P4	processed_pseudogene	812	nucleophosmin 1 pseudogene 4	chr13	27696393	27697204
ENSG00000226705.1	SDCBPP1	processed_pseudogene	890	syndecan binding protein pseudogene 1	chr10	6293100	6294684
ENSG00000226706.1	AL161452.1	lncRNA	1117	uncharacterized LOC101928525	chr9	135503273	135506447
ENSG00000226707.1	AL359458.1	lncRNA	400		chr6	49823712	49824782
ENSG00000226708.1	AC073409.1	lncRNA	269		chr2	123443266	123444445
ENSG00000226709.1	FGF12-AS3	lncRNA	291	FGF12 antisense RNA 3	chr3	192516831	192521398
ENSG00000226711.7	FAM66C	lncRNA	1554.03	family with sequence similarity 66 member C	chr12	8180207	8216151
ENSG00000226715.4	LINC01709	lncRNA	1075.86	long intergenic non-protein coding RNA 1709	chr1	101639509	101787572
ENSG00000226716.1	AL589986.1	lncRNA	789		chr1	152122534	152125065
ENSG00000226717.2	PTPRD-AS2	lncRNA	2838	PTPRD divergent transcript	chr9	10613202	10620420
ENSG00000226718.1	SNRPGP8	processed_pseudogene	226	small nuclear ribonucleoprotein polypeptide G pseudogene 8	chr2	227778510	227778735
ENSG00000226721.2	EEF1DP2	processed_pseudogene	843	eukaryotic translation elongation factor 1 delta pseudogene 2	chr9	92836826	92837668
ENSG00000226722.4	LINC00424	lncRNA	1069.83	long intergenic non-protein coding RNA 424	chr13	21872763	21878256
ENSG00000226723.2	AL513175.1	processed_pseudogene	780		chr1	192246708	192247487
ENSG00000226724.1	AC109780.2	unprocessed_pseudogene	845		chr3	186698520	186708574
ENSG00000226725.2	PABPC1L2B-AS1	lncRNA	1167	PABPC1L2B antisense RNA 1 (head to head)	chrX	72998388	73002856
ENSG00000226726.1	TMEM256P2	processed_pseudogene	341	transmembrane protein 256 pseudogene 2	chr2	221532668	221533008
ENSG00000226729.3	RPL35AP30	processed_pseudogene	331	ribosomal protein L35a pseudogene 30	chr12	119959424	119959754
ENSG00000226733.4	AL138826.1	lncRNA	894.75	uncharacterized LOC100505985	chr6	50093389	50181007
ENSG00000226734.1	SNRPGP12	processed_pseudogene	213	small nuclear ribonucleoprotein polypeptide G pseudogene 12	chr10	110139214	110139426
ENSG00000226739.1	AL358972.1	lncRNA	466		chr6	164346489	164348644
ENSG00000226741.2	LINC02554	lncRNA	2438.25	long intergenic non-protein coding RNA 2554	chr22	27307777	27318501
ENSG00000226742.4	HSBP1L1	protein_coding	775	heat shock factor binding protein 1 like 1	chr18	79964582	79970822
ENSG00000226744.1	AC005326.1	processed_pseudogene	123		chr7	97870167	97870289
ENSG00000226745.2	AL512599.1	processed_pseudogene	685	OAZ1 pseudogene 1	chr1	40132764	40133448
ENSG00000226746.2	SMCR5	lncRNA	2844	Smith-Magenis syndrome chromosome region, candidate 5	chr17	17776686	17779529
ENSG00000226747.6	FSIP2-AS2	lncRNA	719	FSIP2 antisense RNA 2	chr2	185719874	185740479
ENSG00000226750.1	AL360271.2	unprocessed_pseudogene	161		chr1	242345558	242345718
ENSG00000226751.2	AF127936.1	lncRNA	695				
ENSG00000226752.9	CUTALP	transcribed_unitary_pseudogene	1294.71	cutA divalent cation tolerance like, pseudogene	chr9	120824828	120854385
ENSG00000226753.1	AL451105.1	processed_pseudogene	189	FOXN3 pseudogene 2	chrX	75888700	75888888
ENSG00000226754.2	AL606760.1	lncRNA	1137	MAGOH divergent transcript	chr1	53238550	53246482
ENSG00000226755.2	VPS25P1	processed_pseudogene	508	VPS25 pseudogene 1	chr1	117549415	117549922
ENSG00000226756.1	AC007365.1	lncRNA	627		chr2	64644612	64646698
ENSG00000226757.2	AC079341.1	lncRNA	2230	uncharacterized LOC100192379	chr4	121764585	121766814
ENSG00000226758.1	DISC1-IT1	lncRNA	762	DISC1 intronic transcript 1	chr1	231925834	231945233
ENSG00000226759.8	DAB1-AS1	lncRNA	776.29	DAB1 antisense RNA 1	chr1	57860532	57880905
ENSG00000226761.3	TAS2R46	protein_coding	930	taste 2 receptor member 46	chr12	11061365	11062294
ENSG00000226762.3	LINC02668	lncRNA	2318.83	long intergenic non-protein coding RNA 2668	chr10	3232264	3258897
ENSG00000226763.4	SRRM5	protein_coding	2678.27	serine/arginine repetitive matrix 5	chr19	43596617	43614498
ENSG00000226764.2	AC010145.1	lncRNA	516		chr2	15997049	16062885
ENSG00000226765.1	RPSAP33	processed_pseudogene	865	ribosomal protein SA pseudogene 33	chr3	168666559	168667423
ENSG00000226766.1	FABP7P1	processed_pseudogene	391	fatty acid binding protein 7 pseudogene 1	chr1	243624666	243625056
ENSG00000226767.1	AC114501.1	processed_pseudogene	172		chr7	65508773	65508944
ENSG00000226769.1	GAPDHP54	processed_pseudogene	893	glyceraldehyde 3 phosphate dehydrogenase pseudogene 54	chr20	46997596	46998488
ENSG00000226770.1	AC000124.1	lncRNA	957	long intergenic non-protein coding RNA 3012	chr7	127476883	127485804
ENSG00000226771.1	AP001136.1	lncRNA	635		chr21	21223295	21226829
ENSG00000226772.1	AL021393.1	lncRNA	539		chr22	29099041	29111683
ENSG00000226773.1	AL663109.1	processed_pseudogene	844		chr1	92203148	92203991
ENSG00000226774.1	AC073910.1	processed_pseudogene	438	HIKESHI pseudogene 1	chrX	23351013	23351450
ENSG00000226776.1	KRTAP3-4P	unprocessed_pseudogene	280	keratin associated protein 3-4, pseudogene	chr17	41004481	41004760
ENSG00000226777.7	FAM30A	lncRNA	1818.93	family with sequence similarity 30 member A	chr14	105879976	105932642
ENSG00000226779.1	NAALADL2-AS2	lncRNA	1038	NAALADL2 antisense RNA 2	chr3	175234861	175271096
ENSG00000226780.1	AC244035.1	lncRNA	630	AVPR1B divergent transcript	chr1	206117783	206126805
ENSG00000226781.1	TBCAP1	processed_pseudogene	327	tubulin folding cofactor A pseudogene 1	chrX	33041395	33041721
ENSG00000226782.2	AC117465.1	lncRNA	522		chr3	177337628	177349166
ENSG00000226783.1	TLK1P1	processed_pseudogene	2440	tousled like kinase 1 pseudogene 1	chr9	122685933	122688372
ENSG00000226784.2	PGAM4	protein_coding	765	phosphoglycerate mutase family member 4	chrX	77967949	77969638
ENSG00000226789.1	AC110926.1	processed_pseudogene	2825	WBP11 pseudogene 2	chr2	127247258	127250082
ENSG00000226790.3	HNRNPA3P1	processed_pseudogene	1139	heterogeneous nuclear ribonucleoprotein A3 pseudogene 1	chr10	43789249	43790387
ENSG00000226791.7	LINC02611	lncRNA	1550.44	long intergenic non-protein coding RNA 2611	chr2	98761098	98775361
ENSG00000226792.7	C13orf42	protein_coding	1594.5	chromosome 13 open reading frame 42	chr13	51082119	51200252
ENSG00000226794.1	MTND1P20	processed_pseudogene	950	MT-ND1 pseudogene 20	chr10	69595487	69596436
ENSG00000226797.2	AC005828.1	lncRNA	450		chr17	63381231	63414430
ENSG00000226798.1	AL138749.1	lncRNA	791		chr9	80869758	80871295
ENSG00000226800.5	CACTIN-AS1	lncRNA	1913	CACTIN antisense RNA 1	chr19	3607247	3613930
ENSG00000226801.2	OSTCP8	processed_pseudogene	448	oligosaccharyltransferase complex subunit pseudogene 8	chr9	33968071	33968518
ENSG00000226802.1	AL442647.1	processed_pseudogene	857	RUVBL2 pseudogene 1	chrX	128440929	128441785
ENSG00000226803.9	ZNF451-AS1	lncRNA	670.32	ZNF451 regulatory antisense RNA 1	chr6	57114894	57174236
ENSG00000226804.4	AL359839.1	processed_pseudogene	1160		chr1	44150594	44151753
ENSG00000226806.1	AC011893.1	lncRNA	1862	LCT antisense RNA 1	chr2	135820191	135823087
ENSG00000226807.6	MROH5	polymorphic_pseudogene	3317.8	maestro heat like repeat family member 5 (gene/pseudogene)	chr8	141433829	141507230
ENSG00000226808.3	LINC00840	lncRNA	1418.25	long intergenic non-protein coding RNA 840	chr10	43778946	43901004
ENSG00000226810.3	AC112198.1	processed_pseudogene	1220		chr5	54857272	54858491
ENSG00000226812.2	AL117382.1	lncRNA	569.5	R3HDML antisense RNA 1	chr20	44347552	44355185
ENSG00000226813.3	LINC01941	lncRNA	693	long intergenic non-protein coding RNA 1941	chr2	126109761	126118023
ENSG00000226814.2	AL035407.1	processed_pseudogene	571	integrin subunit beta 1 binding protein 1 pseudogene	chr1	192800571	192801141
ENSG00000226816.3	AC005082.1	lncRNA	2259		chr7	23205787	23208045
ENSG00000226818.1	SLC6A6P1	processed_pseudogene	1850	solute carrier family 6 member 6 pseudogene 1	chr21	19244543	19246392
ENSG00000226819.1	MEIS1-AS3	lncRNA	707	MEIS1 antisense RNA 3	chr2	66426735	66433470
ENSG00000226820.2	AL592049.1	unprocessed_pseudogene	1188		chrX	66437345	66440668
ENSG00000226822.3	AL390036.1	lncRNA	1437.48	long intergenic non-protein coding RNA 2785	chr1	108040263	108076020
ENSG00000226823.1	SUGT1P1	unprocessed_pseudogene	476	SUGT1 pseudogene 1	chr9	33503655	33510711
ENSG00000226824.7	AC006001.2	lncRNA	988.15	uncharacterized LOC100996437	chr7	66654513	66685692
ENSG00000226825.2	LINC01509	lncRNA	671.2	long intergenic non-protein coding RNA 1509	chr9	107420191	107466613
ENSG00000226827.1	NPM1P11	processed_pseudogene	855	nucleophosmin 1 pseudogene 11	chr7	11257681	11258535
ENSG00000226828.2	AL591885.1	lncRNA	1300	long intergenic non-protein coding RNA 2774	chr1	243917402	244047317
ENSG00000226829.2	AC093655.1	lncRNA	926.67	uncharacterized LOC105375341	chr7	68149548	68319676
ENSG00000226831.1	MED15P3	processed_pseudogene	326	mediator complex subunit 15 pseudogene 3	chr2	131395217	131395542
ENSG00000226833.6	AC092164.1	lncRNA	3316.62	PPP1CB divergent transcript	chr2	28707511	28751722
ENSG00000226835.3	AC097059.1	lncRNA	963.45	ARHGAP29 antisense RNA 1	chr1	94247819	94411036
ENSG00000226836.5	AC018437.1	processed_pseudogene	406	ribosomal protein L32 pseudogene 19	chr8	15943127	15943532
ENSG00000226837.2	HMGB1P32	processed_pseudogene	565	high mobility group box 1 pseudogene 32	chrX	98422138	98422809
ENSG00000226838.1	AC096582.1	unprocessed_pseudogene	349		chr7	45816557	45821064
ENSG00000226839.1	MTND6P11	processed_pseudogene	483	MT-ND6 pseudogene 11	chr2	143094233	143094715
ENSG00000226840.1	PAICSP3	processed_pseudogene	1168	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 3	chr6	73327524	73329017
ENSG00000226842.1	AL158834.1	lncRNA	466		chr10	32281686	32282829
ENSG00000226843.1	AL606753.1	processed_pseudogene	87		chr1	208255290	208255376
ENSG00000226845.1	EEF1GP3	processed_pseudogene	1288	eukaryotic translation elongation factor 1 gamma pseudogene 3	chr3	40596207	40597494
ENSG00000226846.2	LINC00348	lncRNA	1070.79	long intergenic non-protein coding RNA 348	chr13	71015042	71168417
ENSG00000226847.1	PRPS1P1	processed_pseudogene	876	phosphoribosyl pyrophosphate synthetase 1 pseudogene 1	chr2	164213539	164214414
ENSG00000226849.1	AL109811.1	lncRNA	2682		chr1	11068471	11073097
ENSG00000226851.1	AC004112.1	lncRNA	424.5	ZNF277 antisense RNA 1	chr7	112328189	112409623
ENSG00000226853.3	AC010894.2	lncRNA	561	GPR155 divergent transcript	chr2	174487380	174488455
ENSG00000226854.1	AL451105.2	lncRNA	1234		chrX	75903105	75904858
ENSG00000226855.1	RPSAP17	processed_pseudogene	883	ribosomal protein SA pseudogene 17	chr1	154378207	154379089
ENSG00000226856.7	THORLNC	lncRNA	895	testis associated oncogenic lncRNA	chr2	118132128	118222250
ENSG00000226857.1	DUTP3	transcribed_processed_pseudogene	415	deoxyuridine triphosphatase pseudogene 3	chr7	147146342	147146756
ENSG00000226859.1	LINC02051	lncRNA	690	long intergenic non-protein coding RNA 2051	chr3	186476727	186478370
ENSG00000226860.1	AC109638.1	processed_pseudogene	326	RBX1 pseudogene 1	chr2	82609652	82609977
ENSG00000226861.1	AL390835.1	lncRNA	901		chr10	8298897	8301667
ENSG00000226862.1	AC104463.2	lncRNA	314		chr1	202604268	202605293
ENSG00000226863.1	SHROOM2P1	transcribed_unprocessed_pseudogene	2384	shroom family member 2 pseudogene 1	chrY	12537773	12544883
ENSG00000226864.2	ATE1-AS1	transcribed_unitary_pseudogene	951	ATE1 antisense RNA 1	chr10	121928056	121952139
ENSG00000226867.1	AC244505.4	unprocessed_pseudogene	287		chrX	52781452	52785786
ENSG00000226868.1	AC096637.1	lncRNA	174		chr1	211715928	211725402
ENSG00000226869.6	LHFPL3-AS1	lncRNA	934.29	LHFPL3 antisense RNA 1	chr7	104738597	104804107
ENSG00000226870.2	BX276092.2	transcribed_unprocessed_pseudogene	438		chrX	71719142	71721278
ENSG00000226871.1	AC135178.1	lncRNA	537		chr17	8318088	8318712
ENSG00000226872.2	AC002472.1	lncRNA	714		chr22	21031354	21044117
ENSG00000226873.1	CDY14P	unprocessed_pseudogene	1014	chromodomain protein Y-linked 14 pseudogene	chrY	23674379	23675392
ENSG00000226874.1	AC005154.1	processed_pseudogene	379	TRPC6 pseudogene 10	chr7	30544053	30544431
ENSG00000226875.1	ZNF877P	unprocessed_pseudogene	612	zinc finger protein 877, pseudogene	chr20	21265854	21266465
ENSG00000226876.3	AC092801.1	lncRNA	724	SMYD3 antisense RNA 1	chr1	246108626	246113866
ENSG00000226877.9	AL354733.1	lncRNA	1191		chr9	83817643	83837861
ENSG00000226878.2	GSTM3P2	processed_pseudogene	530	glutathione S-transferase mu 3 pseudogene 2	chr2	159056005	159056859
ENSG00000226881.5	H3F3AP5	processed_pseudogene	429	H3 histone pseudogene 44	chrX	50905438	50905866
ENSG00000226883.1	AL035416.1	lncRNA	767		chr1	59754747	59789182
ENSG00000226884.1	RPS29P10	processed_pseudogene	166	ribosomal protein S29 pseudogene 10	chr2	61589498	61589663
ENSG00000226885.1	E2F6P3	processed_pseudogene	743	E2F transcription factor 6 pseudogene 3	chr22	21268161	21268903
ENSG00000226886.1	AC093787.1	processed_pseudogene	207		chr2	132037787	132037993
ENSG00000226887.8	ERVMER34-1	protein_coding	2289.67	endogenous retrovirus group MER34 member 1, envelope	chr4	52722618	52751586
ENSG00000226888.2	RPLP1P10	processed_pseudogene	339	ribosomal protein lateral stalk subunit P1 pseudogene 10	chr10	59088701	59089039
ENSG00000226889.3	AL359541.1	lncRNA	575	ATF6 divergent transcript	chr1	161749452	161766227
ENSG00000226890.1	Z97652.1	lncRNA	329		chr16	1625628	1626160
ENSG00000226891.9	LINC01359	lncRNA	1151.07	long intergenic non-protein coding RNA 1359	chr1	64972225	65002489
ENSG00000226899.1	AL731577.1	lncRNA	830		chr10	124945204	124946432
ENSG00000226900.2	AL451069.1	lncRNA	792		chr10	132508394	132518367
ENSG00000226902.1	CHCHD2P1	processed_pseudogene	443	coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 1	chrX	123785009	123785451
ENSG00000226903.2	LINC00354	lncRNA	788.45	long intergenic non-protein coding RNA 354	chr13	111865136	111901264
ENSG00000226904.1	AL353608.2	lncRNA	340		chr9	68228651	68229312
ENSG00000226905.1	AC005040.1	processed_pseudogene	482		chr2	106963193	106963674
ENSG00000226906.1	TTTY4	lncRNA	1346	testis-specific transcript, Y-linked 4	chrY	22936455	22973284
ENSG00000226908.1	HIST1H2BPS3	processed_pseudogene	341	H2B histone pseudogene 6	chr13	21483834	21484174
ENSG00000226912.1	ISCA2P1	processed_pseudogene	448	iron-sulfur cluster assembly 2 pseudogene 1	chr22	26644889	26645336
ENSG00000226913.2	BSN-DT	lncRNA	2603	BSN divergent transcript	chr3	49549306	49554366
ENSG00000226915.1	AC068137.1	processed_pseudogene	584	ribosomal protein L19 pseudogene 4	chr2	130293822	130294405
ENSG00000226917.6	LINC01276	lncRNA	973	long intergenic non-protein coding RNA 1276	chr6	41499033	41519852
ENSG00000226918.1	AC010086.1	unprocessed_pseudogene	1052	RNA binding motif protein Y-linked family 2 member S, pseudogene	chrY	21311268	21318895
ENSG00000226919.4	AL365184.1	lncRNA	1323.5		chr1	240763334	240776824
ENSG00000226920.1	AL160004.1	lncRNA	478		chr1	229440284	229441020
ENSG00000226921.7	LINC00454	lncRNA	946.11	long intergenic non-protein coding RNA 454	chr13	113878489	113883651
ENSG00000226925.1	IL1R1-AS1	lncRNA	382	IL1R1 antisense RNA 1	chr2	102172621	102182108
ENSG00000226926.7	PDZPH1P	transcribed_unitary_pseudogene	779.5	PDZ and pleckstrin homology domains 1, pseudogene	chr5	103430406	103526618
ENSG00000226927.1	AL451081.1	lncRNA	245		chr1	220359731	220360183
ENSG00000226928.1	RPS14P4	processed_pseudogene	418	ribosomal protein S14 pseudogene 4	chr2	111295629	111296046
ENSG00000226929.3	CT47A11	protein_coding	1294	cancer/testis antigen family 47 member A11	chrX	120933840	120937158
ENSG00000226930.1	GTF2IP2	unprocessed_pseudogene	697	general transcription factor IIi pseudogene 2	chr21	13443373	13489176
